0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0029988520000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.005491687,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0080532779999998,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.012430579,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.013622832,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0147669210000005,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.015891682000001,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.017054985,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.018028681999999,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.020849916999998,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.020849916999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.022521516999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.025018541999998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.027576110999998,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14.030074283999998,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
15.032600115999998,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
16.037867200999997,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
17.038142300999997,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
18.043393193999997,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
19.047267916999996,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
20.049137981999994,7,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
20.049137981999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
