0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0016774620000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.006930153,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.009410543,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0137386589999995,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.014269592,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.014269592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.015845869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.021126818,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.025606164,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.029074502,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.030103176,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.030103176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.032610920000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.035773081000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.039589508000002,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14.042585535000002,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
15.044054535000003,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
15.044054535000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.045996485000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17.051221555000005,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18.055169314000004,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19.059622112000003,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.062213457000006,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.062213457000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
